ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat,ExperienceRange,JobSatRange
32200,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Professional development or self-paced learning from online courses,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository,8,6.0,Other (please specify):,100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,,Sri Lanka,LKR	Sri Lankan rupee,3840000.0,Dart;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;MySQL;SQLite,Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,Cloud Firestore;MySQL;SQLite,Firebase,Amazon Web Services (AWS);Firebase,Firebase,Express;Node.js;React,Express;Fastify;NestJS;Next.js;Node.js;React,Express;Node.js;React,,,,Flutter,Flutter;React Native,Flutter,Homebrew;npm;Vite;Webpack;Yarn,Docker;Homebrew;Kubernetes;npm;pnpm;Vite;Webpack;Yarn,Homebrew;npm;Vite;Webpack;Yarn,Android Studio;Visual Studio Code,Android Studio;Visual Studio Code,Android Studio;Visual Studio Code,Android;Windows,MacOS;Windows,Jira;Markdown File,Jira;Markdown File,Jira;Markdown File,Microsoft Teams;Skype;Whatsapp,Microsoft Teams;Skype;Whatsapp,Microsoft Teams;Skype;Whatsapp,Bing AI;ChatGPT;Codeium;Tabnine,Bing AI;ChatGPT;Codeium,Bing AI;ChatGPT;Codeium,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"Yes, definitely",Yes,Favorable,Increase productivity;Improve accuracy in coding,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Search for answers,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring,Debugging and getting help;Predictive analytics;Generating content or synthetic data,,,Writing code;Search for answers,,,No,Other (please specify):,Not everyone uses them,Yes,Individual contributor,6.0,Agree,Agree,Disagree,Strongly agree,Agree,,,,,Never,Never,Never,30-60 minutes a day,Less than 15 minutes a day,,,,Traditional public search engine,Software Development,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,Appropriate in length,Neither easy nor difficult,12642.0,6,5-10,4-6
14533,I am learning to code,18-24 years old,"Not employed, but looking for work",Hybrid,Apples,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);Other (please specify):",Technical documentation;Written Tutorials;How-to videos;Interactive tutorial;AI,Traditional public search engine;AI-powered search/dev tool (free),1,,"Developer, back-end",,,,,,India,,,Go;Python;SQL,Go;Python;Rust;SQL;Swift,Go;Python;SQL,Elasticsearch;MongoDB;MySQL,MongoDB;MySQL,MongoDB;MySQL,,,,Django,Django,Django,,,,,,,Docker;Kubernetes,Docker;Kubernetes,Docker;Kubernetes,Visual Studio Code,Visual Studio Code,Visual Studio Code,Ubuntu,Ubuntu,Confluence,Confluence;Jira;Notion,Confluence,Slack,Slack,Slack,ChatGPT;GitHub Copilot,GitHub Copilot,GitHub Copilot,Stack Overflow,Less than once per month or monthly,Not sure/can't remember,,Finding reliable guidance from community-vetted answers;Other (please specify):,"No, not really",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,Bad at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Search for answers;Other (please specify):,Project planning;Testing code;Committing and reviewing code;Deployment and monitoring,Generating content or synthetic data,Learning about a codebase;Debugging and getting help;Search for answers,,Writing code;Documenting code,,,Yes,Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;We don’t have the right policies in place to reduce security risks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,6,,7-10
31029,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby;Contribute to open-source projects;Bootstrapping a business,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum, online community);Friend or family member",Blogs;Stack Overflow,,18,15.0,"Developer, full-stack",10 to 19 employees,I have a great deal of influence,Start a free trial;Other (please specify):,Is set up to be customized and needs to be engineered into a usable product,APIs;Reputation for quality and excellence;Connected to an open source project,Austria,USD	United States dollar,228000.0,Go;JavaScript;Python,Go;JavaScript;Python,Go;JavaScript;Python,BigQuery;Cloud Firestore;Elasticsearch;SQLite,BigQuery;Cloud Firestore;Elasticsearch;SQLite,BigQuery;Cloud Firestore;Elasticsearch;SQLite,Google Cloud,Google Cloud,Google Cloud,Flask;Node.js;React,Flask;React,Flask;React,Rasberry Pi,Rasberry Pi,Rasberry Pi,JAX;NumPy;Ruff;TensorFlow,JAX;NumPy;Ruff;TensorFlow,JAX;NumPy;Ruff;TensorFlow,Docker;Homebrew;Make;Pip;Terraform;Webpack,Homebrew;Pip,Homebrew;Pip,Nano;Sublime Text;Visual Studio Code,,,Android;MacOS,MacOS,GitHub Discussions;Markdown File,Markdown File,Markdown File,Google Chat;Google Meet;Signal;Whatsapp;Zoom,Google Chat;Google Meet,Google Chat;Google Meet,ChatGPT;GitHub Copilot;Google Gemini;Meta AI;Perplexity AI,ChatGPT;GitHub Copilot;Google Gemini;Meta AI,ChatGPT;GitHub Copilot;Google Gemini;Meta AI,Stack Overflow,A few times per week,Yes,A few times per month or weekly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers,"Yes, definitely",Yes,Very favorable,Increase productivity;Greater efficiency,Neither trust nor distrust,Neither good or bad at handling complex tasks,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,Deployment and monitoring;Predictive analytics,,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,,,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Not everyone uses them",Yes,Individual contributor,18.0,Strongly agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,,,,30-60 minutes a day,,,Automated testing;Observability tools;AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,20.0,10.0,0.0,10.0,0.0,30.0,20.0,10.0,0.0,Appropriate in length,Neither easy nor difficult,228000.0,10,10-20,7-10
33940,I am a developer by profession,25-34 years old,"Employed, part-time",Remote,Apples,Bootstrapping a business,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Books;Social Media;Written-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);AI-powered search/dev tool (free);AI-powered search/dev tool (paid),3,2.0,"Developer, back-end",2 to 9 employees,I have a great deal of influence,Start a free trial,Is ready-to-go but also customizable for growth and targeted use cases,APIs,Ukraine,UAH	Ukrainian hryvnia,42000.0,Java;SQL,HTML/CSS;Java;JavaScript;SQL;TypeScript,Java;SQL,MySQL;PostgreSQL,PostgreSQL,PostgreSQL,,,,,,,,,,,,,Maven (build tool),Docker;Maven (build tool),Maven (build tool),IntelliJ IDEA,IntelliJ IDEA,IntelliJ IDEA,Android;Debian;Windows,Debian,,,,Discord;Google Meet;Telegram,Google Meet;Telegram,Google Meet;Telegram,ChatGPT,ChatGPT,ChatGPT,I have never visited Stack Overflow or the Stack Exchange network,,,,,,Yes,Very favorable,Increase productivity;Speed up learning,Highly distrust,"Good, but not great at handling complex tasks",Search for answers;Generating content or synthetic data,Writing code;Debugging and getting help;Testing code,Learning about a codebase;Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Search for answers;Generating content or synthetic data,,,,,No,,Don’t trust the output or answers,Yes,People manager,3.0,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Never,Never,Never,Less than 15 minutes a day,Less than 15 minutes a day,,AI-assisted technology tool(s);Microservices,Hybrid (on-prem and cloud),AI-powered search (paid),Retail and Consumer Services,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,Appropriate in length,Neither easy nor difficult,1037.0,5,0-5,4-6
43570,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed",Remote,Apples,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,"Associate degree (A.A., A.S., etc.)","Colleague;On the job training;School (i.e., University, College, etc);Online Courses or Certification",,,10,8.0,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Integrated developer community;Connected to an open source project,Brazil,BRL	Brazilian real,200000.0,JavaScript;Python;SQL;TypeScript,Go;JavaScript;Rust;SQL;TypeScript,JavaScript;SQL;TypeScript,Dynamodb;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS),Django;Express;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React,,,,Apache Kafka,Apache Kafka;Electron;RabbitMQ;React Native,Apache Kafka,Docker;Homebrew;Kubernetes;npm;Yarn,Docker;Homebrew;Kubernetes;npm;Yarn,Docker;Homebrew;Kubernetes;npm;Yarn,Sublime Text;Vim;Visual Studio Code,Sublime Text;Vim;Visual Studio Code,Sublime Text;Vim;Visual Studio Code,MacOS;Ubuntu;Windows,MacOS;Ubuntu,Airtable;Confluence;Miro,Airtable;Miro,Airtable;Miro,Google Meet,Google Meet,Google Meet,ChatGPT;Phind,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers,"Yes, somewhat",Yes,Very favorable,Increase productivity;Greater efficiency;Improve collaboration;Speed up learning;Improve accuracy in coding,Somewhat trust,"Good, but not great at handling complex tasks",Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,Deployment and monitoring;Predictive analytics,,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Search for answers;Generating content or synthetic data,,,,,Yes,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints;Energy demand,Lack of proper training and education on new tools;Lack of executive buy-in;Not everyone uses them,Yes,Individual contributor,10.0,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,,,,30-60 minutes a day,15-30 minutes a day,Number of software tools in use;Complexity of tech stack for deployment;Complexity of tech stack for build,Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),AI-powered search (paid),Healthcare,10.0,0.0,20.0,10.0,10.0,20.0,30.0,0.0,0.0,Too long,Easy,,10,5-10,7-10
28132,I am a developer by profession,18-24 years old,"Not employed, but looking for work",Hybrid,Apples,,Some college/university study without earning a degree,Books / Physical media;On the job training;Coding Bootcamp,,,4,7.0,Blockchain,,,,,,Canada,,,C;C#;JavaScript;Python,JavaScript;Ruby;Rust,JavaScript,Datomic;Elasticsearch;EventStoreDB,Databricks SQL;Dynamodb,,Google Cloud;IBM Cloud Or Watson;Vercel;VMware,Fly.io;Hetzner;Managed Hosting,,Htmx;Laravel;Node.js;React;Solid.js;Svelte;Vue.js,,,Catch2;doctest;Meson,cppunit;doctest;LLVM's Clang;Ninja,doctest,Apache Spark;Electron;Hadoop;Ionic;Opencv;OpenGL;Pandas;Qt;Scikit-Learn,CUDA;Flutter;Hugging Face Transformers;Keras;RabbitMQ;Scikit-Learn,Scikit-Learn,APT;Google Test,Chef;Composer;Gradle;Make;Maven (build tool),,Fleet;Goland;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,Geany;Jupyter Notebook/JupyterLab;Vim;Visual Studio;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,iOS;MacOS,iPadOS;Red Hat;Windows Subsystem for Linux (WSL),Markdown File;Microsoft Planner;Monday.com,Markdown File;Microsoft Planner;Miro;Monday.com,Markdown File;Microsoft Planner;Monday.com,Jitsi;Ringcentral;Rocketchat;Slack,IRC;Skype,,Bing AI;Codeium;Google Gemini;Meta AI;Metaphor;Neeva AI,Google Gemini;Lightning AI;Metaphor;Neeva AI,Google Gemini;Metaphor;Neeva AI,Stack Overflow,Less than once per month or monthly,Yes,A few times per month or weekly,Learning new-to-me technology/techniques,"No, not at all",Yes,,,,,,,,,,,,,Yes,Circulating misinformation or disinformation;Imitating a person's likeness;Energy demand,"Lack of executive buy-in;Not everyone uses them;They create more work (more code/PRs to review, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too short,Neither easy nor difficult,,6,5-10,7-10
9703,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time;Employed, part-time",In-person,Apples,Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;School (i.e., University, College, etc);Online Courses or Certification",,,6,,Student,,,,,,China,CNY	Chinese Yuan Renminbi,,C;C++;Python,C;C++;Python,C;C++;Python,,,,Alibaba Cloud;VMware,VMware,VMware,,,,Arduino;CMake;GNU GCC;MSVC;QMake,CMake;GNU GCC;MSVC,CMake;GNU GCC;MSVC,CUDA;NumPy;Opencv;Qt,CUDA;NumPy;Opencv;Qt,CUDA;NumPy;Opencv;Qt,Docker;Make;Ninja;Pip;Unity 3D;Unreal Engine,Docker;Make;Ninja;Pip,Docker;Make;Ninja;Pip,Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio;Visual Studio Code,Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio;Visual Studio Code,Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio;Visual Studio Code,Ubuntu,Ubuntu,Jira,,,,,,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,ChatGPT;GitHub Copilot,Stack Overflow,A few times per week,Not sure/can't remember,,Quickly finding code solutions;Showcase expertise with code solutions,Neutral,Yes,Favorable,Increase productivity;Greater efficiency,Somewhat trust,Bad at handling complex tasks,Writing code;Search for answers,Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,,Search for answers,,Writing code,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,Don’t trust the output or answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,6,,7-10
29897,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,Some college/university study without earning a degree,"Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Books;Written Tutorials;Written-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository,17,10.0,Cloud infrastructure engineer,"5,000 to 9,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,Is set up to be customized and needs to be engineered into a usable product,APIs;Customization;Quality support system;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,United States of America,USD	United States dollar,280000.0,Bash/Shell (all shells);Clojure;Dart;R,Bash/Shell (all shells);Clojure;Dart;R,Bash/Shell (all shells);Clojure;Dart;R,BigQuery;Cassandra;Datomic;Dynamodb,BigQuery;Cassandra;Datomic;Dynamodb,BigQuery;Cassandra;Datomic;Dynamodb,Amazon Web Services (AWS);Cloudflare;Databricks;Google Cloud,Amazon Web Services (AWS);Cloudflare;Databricks;Google Cloud,Amazon Web Services (AWS);Cloudflare;Databricks;Google Cloud,,,,,,,Apache Kafka,Apache Kafka,Apache Kafka,Kubernetes;Maven (build tool),Kubernetes;Maven (build tool),Kubernetes;Maven (build tool),IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,MacOS,MacOS,Markdown File;Miro;Obsidian,Markdown File;Miro;Obsidian,Markdown File;Miro;Obsidian,Google Meet;Slack;Zoom,Google Meet;Slack;Zoom,Google Meet;Slack;Zoom,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, but I plan to soon",Indifferent,,,,,,,,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;We don’t have the right policies in place to reduce security risks;They create more work (more code/PRs to review, etc.)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,280000.0,6,5-10,7-10
32921,I code primarily as a hobby,Under 18 years old,"Student, part-time",Hybrid,Apples,,Primary/elementary school,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Books;Written Tutorials;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free),1,,"Developer, front-end",,,,,,Viet Nam,,,C;C++;HTML/CSS;JavaScript;Python;TypeScript,C;C#;C++;Crystal;Dart;GDScript;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;R;Ruby;Rust;SQL;Swift;TypeScript;Zig,C;C++;HTML/CSS;JavaScript;Python;TypeScript,MongoDB;MySQL,MongoDB;MySQL;PostgreSQL,MongoDB;MySQL,,,,Node.js;React,Angular;AngularJS;Htmx;Next.js;Node.js;React;Vue.js,Node.js;React,,,,NumPy;Pandas,.NET (5+) ;CUDA;Electron;Flutter;JAX;NumPy;OpenCL;OpenGL;Pandas;React Native;TensorFlow;Torch/PyTorch,NumPy;Pandas,Godot;npm;Pip,Bun;Docker;Godot;npm;Pacman;Pip;Unity 3D;Unreal Engine;Visual Studio Solution;Vite,Godot;npm;Pip,CLion;DataGrip;Fleet;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio Code;WebStorm,Android Studio;CLion;DataGrip;Fleet;Visual Studio Code,CLion;DataGrip;Fleet;Visual Studio Code,Android;iOS;Windows,Windows,GitHub Discussions;Notion;Obsidian,GitHub Discussions;Markdown File;Notion;Obsidian,GitHub Discussions;Notion;Obsidian,,,,Bing AI;ChatGPT;Visual Studio Intellicode,Bing AI;ChatGPT;GitHub Copilot;Google Gemini;WolframAlpha;Visual Studio Intellicode,Bing AI;ChatGPT;Visual Studio Intellicode,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Showcase expertise with code solutions;Learning new-to-me technology/techniques,Neutral,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,Very well at handling complex tasks,Writing code;Documenting code;Testing code;Deployment and monitoring,Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code;Generating content or synthetic data,Predictive analytics;Search for answers,,Writing code;Documenting code;Testing code;Deployment and monitoring,,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Not everyone uses them",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,,6,,7-10
35419,I am a developer by profession,65 years or older,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Apples,Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;School (i.e., University, College, etc)",,,48,45.0,"Developer, full-stack",100 to 499 employees,I have some influence,Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Reputation for quality and excellence,United States of America,USD	United States dollar,145000.0,C#;HTML/CSS;JavaScript;SQL,C#;F#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Snowflake;SQLite,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Snowflake;SQLite,Microsoft SQL Server;MySQL;PostgreSQL;Snowflake;SQLite,Microsoft Azure;Supabase,Microsoft Azure,Microsoft Azure,Angular;ASP.NET CORE;jQuery;Vue.js,Blazor;Vue.js,Vue.js,,,,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ,.NET (5+) ,Kubernetes;MSBuild;Visual Studio Solution;Webpack,MSBuild;Visual Studio Solution;Vite,MSBuild;Visual Studio Solution,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Confluence;Jira,Confluence;Jira;Stack Overflow for Teams,Confluence;Jira,Discord;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Microsoft Teams;Slack,ChatGPT;GitHub Copilot;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Visual Studio Intellicode,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"Yes, somewhat","No, but I plan to soon",Very favorable,,,,,,,,,,,,No,Circulating misinformation or disinformation;Biased results that do not represent diverse viewpoints,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools",Yes,People manager,45.0,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,Amount of technical debt;Complexity of tech stack for deployment;Reliability of tools/systems used in work,DevOps function;Automated testing;Microservices,Hybrid (on-prem and cloud),Microsoft Teams search,Healthcare,10.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,20.0,Appropriate in length,Easy,145000.0,8,>20,7-10
28777,I code primarily as a hobby,18-24 years old,"Student, full-time",Hybrid,Apples,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Coding Bootcamp","Technical documentation;Books;Stack Overflow;How-to videos;AI;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free),3,,Student,,,,,,Bangladesh,,,HTML/CSS;JavaScript;PowerShell;Python,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript;Zig,HTML/CSS;JavaScript;PowerShell;Python,MySQL,MySQL,MySQL,,,,,,,,,,,,,npm;Vite,Bun;Docker;npm;Vite,npm;Vite,Code::Blocks;Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),,,,,Signal,Signal,Signal,Codeium,Codeium,Codeium,Stack Overflow,A few times per week,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Neutral,Yes,Favorable,Increase productivity;Speed up learning,Neither trust nor distrust,"Good, but not great at handling complex tasks",Writing code;Documenting code;Debugging and getting help;Testing code;Search for answers;Generating content or synthetic data,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,Learning about a codebase,Writing code;Documenting code;Testing code;Search for answers,,Debugging and getting help;Generating content or synthetic data,,,Yes,Replacing jobs without options for new employment opportunities;Imitating a person's likeness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,,6,,7-10
